,region,gdp,school,adfert,chldmort,life,pop,urban,femlab,literacy,co2,gini,country
1,Africa,7300.399902,6.716666698,7.300000191,34.75,72.31666565,34172236,64.93333435,0.452199996,72.59999847,15,,Algeria
2,Africa,1338.800049,3.099999905,111.6999969,122.75,54.73333359,8237634,41,0.848200023,41.70000076,1.200000048,,Benin
3,Africa,12307.40039,8.600000381,52.09999847,60.25,52.25,1941233,59.25,0.887000024,84.09999847,9.199999809,,Botswana
4,Africa,1063.400024,1.299999952,124.8000031,170.5,53.78333282,15308383,23.58333397,0.858399987,23.60000038,0.200000003,,Burkina Faso
5,Africa,349.2000122,2.483333349,18.60000038,168.5,48.86666489,7821783,10.25,1.034399986,66.59999847,0.100000001,33.29999924,Burundi
6,Africa,1986.800049,5.650000095,127.8000031,155,50.11666489,18564118,56.36666489,0.653199971,,0.75,,Cameroon
7,Africa,3052.199951,3.5,81.59999847,30,73.33333588,484867,59.28333282,0.635800004,84.80000305,2.150000095,,Cape Verde
8,Africa,677,3.383333445,106.5999985,173.5,45.93333435,4203917,38.46666718,0.8222,55.20000076,0.200000003,,Central African Rep
9,Africa,1266.199951,1.5,164.5,209,48.56666565,10509983,26.39999962,0.800599992,33.59999847,0.100000001,,Chad
10,Africa,1099,2.799999952,58,105.75,59.78333282,688300,28,0.855399966,74.19999695,0.400000006,,Comoros
11,Africa,3628,5.850000381,118.6999969,125.75,56.01666641,3785517,61.1333313,0.754400015,,1.549999952,47.29999924,Congo
12,Africa,279.7999878,3.416666746,201.3999939,199,47.51666641,61654348,33.6333313,0.655200005,66.80000305,0.100000001,44.40000153,Congo (Dem Rep)
13,Africa,1539.199951,3.200000048,129.3999939,123.25,53.04999924,18844750,48.66666412,0.613200009,55.29999924,1.450000048,46.09999847,Côte d'Ivoire
14,Africa,1972.199951,3.799999952,22.89999962,96,56.59999847,848000,76.09999847,0.763599992,,2.200000048,,Djibouti
15,Africa,4754.399902,5.949999809,46.59999847,24.75,72.33333588,77645648,43.18333435,0.309199989,68.90000153,8.449999809,32.09999847,Egypt
16,Africa,27645.80078,5.400000095,122.9000015,149.5,50.06666565,653533,39.26666641,0.414000005,93.30000305,32.55000305,,Equatorial Guinea
17,Africa,579.5999756,3.400000095,66.59999847,60.5,60.01666641,4871634,20.45000076,0.725199997,66.59999847,0.5,,Eritrea
18,Africa,741.4000244,1.5,72.40000153,112,57.04999924,78593232,16.28333282,0.870000005,29.79999924,0.300000012,29.79999924,Ethiopia
19,Africa,13183.2002,7.183333397,89.90000153,72.5,61.15000153,1437467,84.8833313,0.840399981,87.69999695,5.550000191,41.5,Gabon
20,Africa,1218.400024,2.549999952,76.59999847,108.25,57.3666687,1614767,56.04999924,0.826399982,46.5,0.699999988,,Gambia
21,Africa,1303,6.783333302,71.09999847,75.25,62.51666641,23000534,49.6333313,0.976999998,66.59999847,1.350000024,42.79999924,Ghana
22,Africa,957.5999756,1.600000024,157.3999939,149.5,52.41666794,9486467,34.16666794,0.88499999,39.5,0.550000012,39.40000153,Guinea
23,Africa,967.5999756,2.299999952,111.0999985,197.5,46.8666687,1440083,29.76666641,0.711400032,52.20000076,0.600000024,,Guinea-Bissau
24,Africa,1405.400024,6.75,100.1999969,87.75,54.81666565,38011832,21.45000076,0.862599969,87,1.150000095,47.70000076,Kenya
25,Africa,1284.400024,5.583333492,73.5,98.25,45.84999847,2117567,25.06666565,0.898999989,89.69999695,,,Lesotho
26,Africa,345,3.650000095,142.6000061,125.5,54.23333359,3576984,46.91666794,0.874599993,59.09999847,0.800000012,52.59999847,Liberia
27,Africa,14497.7998,6.816666603,3.200000048,19.75,74.0166626,6075651,77.43333435,0.309599996,88.90000153,33.84999847,,Libya
28,Africa,919.7999878,5.199999809,134.3000031,64.5,65.4833374,19279600,29.31666565,0.94660002,64.5,0.550000012,47.20000076,Madagascar
29,Africa,660.4000244,3.816666603,119.1999969,120.25,51.31666565,13825916,18.54999924,0.951999962,73.69999695,0.300000012,,Malawi
30,Africa,1032.800049,1.833333373,186.3000031,196,50,14254967,33.93333435,0.548999965,26.20000076,0.200000003,39,Mali
31,Africa,1794.199951,3.533333302,79.19999695,118,57.70000076,3253767,40.8666687,0.716800034,57.5,2,,Mauritania
32,Africa,10950.2002,6.966666698,35.40000153,16.25,72.8666687,1278950,41.98333359,0.542600036,87.90000153,10.70000076,,Mauritius
33,Africa,3802.800049,4.150000095,15.10000038,40.75,71.15000153,31168868,56.70000076,0.328999996,55.59999847,5.550000191,40.90000153,Morocco
34,Africa,738.5999756,1.150000095,149.1999969,150.75,48.86666489,22075768,36.46666718,0.976999998,55.09999847,0.350000024,45.59999847,Mozambique
35,Africa,5740.200195,7.199999809,74.40000153,53.25,60.58333206,2180583,36.51666641,0.818400025,88.5,5,,Namibia
36,Africa,620.7999878,1.349999905,207.1000061,171.75,53.03333282,14222333,16.85000038,0.43779999,28.70000076,0.25,34,Niger
37,Africa,1870,5,118.3000031,147,50.23333359,148948448,48,0.528199971,60.79999924,2.75,,Nigeria
38,Africa,954,3.049999952,38.70000076,122.5,53.84999847,9882167,18.18333244,1.015599966,70.69999695,0.300000012,53.09999847,Rwanda
39,Africa,1544.400024,4.199999809,66.09999847,79.25,63.83333206,158800,60.16666794,0.578199983,88.80000305,2.450000048,,Sao Tome/Principe
40,Africa,1635.599976,4.25,105.9000015,97.5,58.18333435,11640634,41.71666718,0.724399984,45.80000305,1.5,39.20000076,Senegal
41,Africa,18625.80078,9.399999619,51.29999924,12.75,72.98332977,85167,54.06666565,,91.80000305,30.79999924,19,Seychelles
42,Africa,698.2000122,2.733333349,143.6999969,202.5,46,5529667,37.56666565,0.976000011,40.90000153,0.649999976,,Sierra Leone
43,Africa,,,70.09999847,180,50.3666687,8835650,36.29999924,0.670599997,,0.100000001,,Somalia
44,Africa,9175.400391,8.350000381,59.20000076,68.75,51.43333435,49028316,60.48333359,0.74059999,,31.39999962,,South Africa
45,Africa,1838.800049,2.966666698,61.90000153,109.5,60.34999847,40933000,38.28333282,0.411599994,70.19999695,1.100000024,,Sudan*
46,Africa,4468.799805,6.849999905,83.90000153,85.75,47.1166687,1143367,21.60000038,0.689999998,86.90000153,3.299999952,,Swaziland
47,Africa,1151.800049,4.933333397,130.3999939,114.5,55.40000153,41742736,25.26666641,0.954400003,72.90000153,0.5,37.59999847,Tanzania
48,Africa,775,5.050000191,65.30000305,102.5,55.8666687,5716200,41.65000153,0.73180002,56.90000153,0.75,34.40000153,Togo
49,Africa,7032,6.066666603,5.699999809,21.75,73.91666412,10192267,66.30000305,0.35679999,77.59999847,8.300000191,,Tunisia
50,Africa,1010.599976,4.5,149.8999939,132.5,52.04999924,30878900,12.89999962,0.86500001,71.40000153,0.300000012,44.29999924,Uganda
51,Africa,1211.599976,6.400000095,146.8000031,147.75,46.59999847,12243300,35.31666565,0.762799978,70.90000153,0.800000012,,Zambia
52,Africa,,6.949999809,64.59999847,96,46.75,12513100,37.06666565,0.812000036,91.90000153,3.150000095,,Zimbabwe
53,Americas,17676.40039,8.899999619,55.5,13,72.16666412,86367,30.46666718,,99,18.29999924,,Antigua and Barbuda
54,Americas,12274,9.083333015,56.90000153,15.25,75.28333282,39543736,91.90000153,0.654399991,97.69999695,15.64999962,45.79999924,Argentina
55,Americas,,8.5,31.79999924,13.75,74.59999847,331233,83.59999847,0.86559999,,23.95000076,,Bahamas
56,Americas,19189,9.25,42.59999847,11.5,76.30000305,271917,42.90000153,0.842999995,,16.64999962,,Barbados
57,Americas,6208.799805,7.849999905,78.69999695,19.75,75.21666718,296200,51.20000076,0.567399979,,10.75,,Belize
58,Americas,3873,8.75,78.19999695,57,65.53333282,9539767,65.3833313,0.752600014,90.69999695,4.150000095,57.29999924,Bolivia
59,Americas,9081.200195,6.883333206,75.59999847,23,72.31666565,190579936,85.3999939,0.723200023,89.80000305,6.850000381,53.90000153,Brazil
60,Americas,35444,11.71666718,14,6,80.53333282,33151450,80.34999847,0.851000011,,62.44999695,,Canada
61,Americas,12852.59961,9.5,58.29999924,9,78.71666718,16711449,88.33333588,0.55400002,98.59999847,13.39999962,22.60000038,Chile
62,Americas,7877,7.016666412,74.30000305,20.25,72.91667175,44674000,74.34999847,0.513199985,92.92500305,4.949999809,58.5,Colombia
63,Americas,9870,8.133333206,65.59999847,11.25,78.8833313,4485933,63.09999847,0.551400006,96.09999847,6.349999905,50.29999924,Costa Rica
64,Americas,,9.649999619,45.20000076,6.25,78.40000153,11262583,75.40000153,0.601800025,99.80000305,8.850000381,,Cuba
65,Americas,7800.399902,7.699999809,20,10.75,77.15000153,68317,67.05000305,,,6.25,,Dominica
66,Americas,7071.200195,6.949999809,108.6999969,33.25,72.58332825,9597283,67.44999695,0.622200012,,7.75,48.40000153,Dominican Republic
67,Americas,7170,7.433333397,82.80000305,25.75,75.09999847,13949800,65.30000305,0.592199981,84.19999695,8.649999619,49,Ecuador
68,Americas,6005.600098,7.099999905,82.69999695,19.25,71.43333435,6118150,62.98333359,0.592400014,83.90000153,3.5,46.90000153,El Salvador
69,Americas,7938.799805,8.600000381,42.40000153,15.25,75.3666687,103567,38.31666565,,,8.299999237,,Grenada
70,Americas,4245.600098,3.849999905,107.1999969,41.5,70.31666565,13537367,48.31666565,0.537,74.5,3.349999905,53.70000076,Guatemala
71,Americas,2731,7.75,68.30000305,37,68.53333282,750617,28.41666603,0.553799987,,7.449999809,,Guyana
72,Americas,1031.199951,4.666666508,46.40000153,91.5,60.8833313,9671434,48.16666412,0.699999988,48.70000076,0.699999988,,Haiti
73,Americas,3472.399902,6.199999809,93.09999847,31.75,72.09999847,7234817,50.09999847,0.49180001,,4,57.70000076,Honduras
74,Americas,7115,9.333333015,77.30000305,31,72.21666718,2713200,52,0.759000003,86.40000153,15.19999981,,Jamaica
75,Americas,12979.40039,8.166666985,70.59999847,18.5,76.16666412,109937248,77.05000305,0.522000015,92.40000153,15.14999962,51.70000076,Mexico
76,Americas,2421.199951,5.449999809,112.6999969,28.5,72.94999695,5602584,56.58333588,0.568000019,78,2.849999905,52.29999924,Nicaragua
77,Americas,10682.40039,9.199999809,82.59999847,23.5,75.53333282,3378133,72.8666687,0.58920002,93.59999847,7,52.29999924,Panama
78,Americas,4104.600098,7.283333302,72.30000305,24,71.78333282,6175384,60,0.647000015,,2.400000095,52,Paraguay
79,Americas,7198,8.449999809,54.70000076,24,73.18333435,28316050,75.9833374,0.756399989,88.30000305,5.050000191,48,Peru
80,Americas,13702.59961,8.399999619,42.59999847,16,72.31666565,50800,32.25,,,10.05000019,,Saint Kitts/Nevis
81,Americas,8970,8.300000191,61.70000076,19,73.81666565,169750,27.73333359,0.662199974,,8.550000191,,Saint Lucia
82,Americas,8063.600098,8.600000381,58.90000153,13.75,71.59999847,109100,48.20000076,0.6972,,6.050000191,,St Vincent/Grenadines
83,Americas,6441.25,7.199999809,39.5,28.25,69.55000305,512317,68.28333282,0.567000031,94.59999847,19.45000076,,Suriname
84,Americas,22696.40039,9.033332825,34.70000076,35,69.31666565,1328383,13.03333282,0.698800027,98.69999695,89.25,,Trinidad/Tobago
85,Americas,42895,12.4333334,41.20000076,8,77.98332977,303621504,81.55000305,0.809599996,,70.55000305,,United States
86,Americas,10842.59961,8.166666985,61.09999847,14,76.34999847,3342950,92.21666718,0.699999988,98.09999847,7.099999905,42.40000153,Uruguay
87,Americas,10999,7.050000191,89.90000153,18.75,73.69999695,27823916,92.66666412,0.629800022,,22,43.5,Venezuela
88,Asia,938.4000244,2.950000048,118.6999969,203,47.40000153,29501834,21.91666603,0.385800004,,0.100000001,,Afghanistan
89,Asia,4879.399902,10.80000019,35.70000076,24,73.68333435,3077700,64.1166687,0.799600005,99.5,5.300000191,30.89999962,Armenia
90,Asia,6945,8.600000381,33.79999924,38.75,69.90000153,8884767,51.70000076,0.888999999,,15.39999962,33.70000076,Azerbaijan
91,Asia,30088,9.216667175,14.89999962,12,74.59999847,990950,88.5,0.381000012,91.40000153,102.6499939,,Bahrain
92,Asia,1177.800049,4.483333588,78.90000153,58,67.80000305,144683104,26.86666679,0.695200026,55.90000153,1,31,Bangladesh
93,Asia,4072.399902,2.299999952,50.20000076,83.5,65.84999847,693933,32.81666565,0.715000033,52.79999924,2.25,,Bhutan
94,Asia,48002,8.483333588,25.10000038,7,77.53333282,381050,74.59999847,0.787400007,95.30000305,57.30000305,,Brunei Darussalam
95,Asia,1658.800049,5.733333111,41.79999924,91.25,61.43333435,13747033,19.41666603,0.868399978,77.59999847,1.049999952,44.40000153,Cambodia
96,Asia,5175.399902,7.316666603,8.399999619,21.75,72.68333435,1324696064,44.81666565,0.847000003,94,16.29999924,41.5,China
97,Asia,25403.19922,9.366666794,6.599999905,4.25,78.98332977,1069167,69.8666687,0.760200024,97.90000153,33.34999847,,Cyprus
98,Asia,4157.200195,12.10000038,44.70000076,30.25,73.1333313,4409267,52.59999847,0.752799988,99.69999695,4.25,41.29999924,Georgia
99,Asia,38669.80078,9.716666222,3.200000048,,81.69999695,6913884,100,0.74119997,,20.75,,"Hong Kong, China"
100,Asia,2647.800049,4.183333397,86.30000305,70.5,64.19999695,1182378496,29.33333397,0.40260002,62.79999924,4.699999809,36.79999924,India
101,Asia,3518.399902,5.550000191,45.09999847,42,67.96666718,233653344,43.65000153,0.600400031,92.09999847,5.350000381,36.79999924,Indonesia
102,Asia,10064.59961,6.699999809,29.5,33.5,72.03333282,71858264,69.19999695,0.429800004,83.2333374,23.70000076,38.29999924,Iran
103,Asia,3052,5.416666985,98,44.25,68.09999847,29446400,66.5166626,0.194200009,78.09999847,11.75,,Iraq
104,Asia,24804.80078,11.89999962,14,5,80.7333374,7008584,91.7666626,0.820599973,,36.40000153,,Israel
105,Asia,30778,11.41666698,5,3.5,82.7666626,126500896,66.3666687,0.662800014,,37.19999695,,Japan
106,Asia,4782.200195,8.316666603,26.5,26,72.93333435,5761050,78.40000153,0.305799991,91.09999847,13.70000076,37.70000076,Jordan
107,Asia,9881.599609,10.26666641,30,31.5,65.8833313,15580500,57.75,0.864199996,99.69999695,44.5,30.89999962,Kazakhstan
108,Asia,44598.66797,6.033333302,13.80000019,10.25,74.16666412,2499100,98.33333588,0.541400015,93.5,118.1999969,,Kuwait
109,Asia,1901.800049,9.233333588,34.09999847,39.25,66.8833313,5179084,34.76666641,0.700599968,99.19999695,3.900000095,33.40000153,Kyrgyzstan
110,Asia,1856.199951,4.400000095,39,63.5,65.8833313,5976884,30.28333282,0.986199975,72.69999695,0.899999976,36.70000076,Lao
111,Asia,10388,7.900000095,16.20000076,14,72,4146050,86.91666412,0.307599992,,14.94999981,,Lebanon
112,Asia,12530.40039,9.233333588,14.19999981,6.75,73.41666412,27265000,69.96666718,0.554400027,92.5,26.29999924,46.20000076,Malaysia
113,Asia,4773.200195,5.416666508,12.19999981,17.5,75.51667023,305550,36.95000076,0.717400014,98.40000153,9.5,,Maldives
114,Asia,2990.399902,8.266666412,20.79999924,33.75,67.18333435,2648517,60.75,0.862800002,97.5,12.89999962,36.5,Mongolia
115,Asia,,3.75,16.29999924,73.75,63.71666718,47109500,32,0.747600019,92,0.800000012,,Myanmar
116,Asia,996.5999756,2.950000048,103.4000015,54,67.19999695,28631150,17.25,0.778999984,59.09999847,0.400000006,,Nepal
117,Asia,,,1,32.75,68.56666565,24057950,60,0.70599997,100,13.05000019,,North Korea
118,Asia,21051,5.5,9.199999809,13.75,72.96666718,2602133,72.44999695,0.321999997,86.59999847,52.79999924,,Oman
119,Asia,2301.199951,4.699999809,31.60000038,90.75,64.6166687,166022416,35.18333435,0.246800005,53.20000076,3.199999809,32.70000076,Pakistan
120,Asia,,8,53.5,30,72.19999695,3786333,73.59999847,0.221200004,94.03333282,2.75,,Palestinian Territory
121,Asia,3118.199951,8.733333588,54.09999847,34,67.91666412,89408720,48.45000076,0.618399978,95.40000153,3.099999905,44,Philippines
122,Asia,74906,7.150000095,16.20000076,11.5,77.83333588,1288367,95.6333313,0.515600026,94.34999847,210.6499939,41.09999847,Qatar
123,Asia,21381.40039,7.516666412,11.60000038,21.25,73.1333313,25794750,81.53333282,0.256200016,86.09999847,57.45000076,,Saudi Arabia
124,Asia,47373.80078,8.483333588,4.800000191,3,80.55000305,4677517,100,0.702600002,94.69999695,48.75,,Singapore
125,Asia,24539.59961,11.35000038,2.299999952,5.25,79.78333282,47615448,82.16666412,0.689199984,,36.29999924,,South Korea
126,Asia,3975.600098,8.066666603,23.60000038,15.75,74.40000153,20363284,14.46666718,0.464399993,90.69999695,2.25,40.29999924,Sri Lanka
127,Asia,4131.799805,5.699999809,42.79999924,17,75.33333588,19480784,54.73333359,0.259200007,84.19999695,12.89999962,,Syria
128,Asia,1650.599976,9.916666031,28.39999962,66.5,66.34999847,6655934,26.31666565,0.722000003,99.69999695,3.349999905,29.39999962,Tajikistan
129,Asia,7170.200195,6.233333588,43.29999924,14.75,73.58333588,67977952,33.09999847,0.811399996,93.5,15.80000019,53.59999847,Thailand
130,Asia,701.4000244,2.799999952,65.80000305,63.75,60.84999847,1068967,27.10000038,0.712400019,,0.600000024,31.89999962,Timor-Leste
131,Asia,11529.40039,6.266666412,39.20000076,23.5,72.96666718,70453616,68.46666718,0.347200006,89.03333282,12.94999981,39.70000076,Turkey
132,Asia,5639.799805,9.899999619,19.5,49.5,64.6166687,4891417,48.3833313,0.834800005,99.59999847,32.34999847,,Turkmenistan
133,Asia,51992.60156,8.833333015,26.70000076,8,75.93333435,5799100,83.18333435,0.444799989,90,120.8499985,,United Arab Emirates
134,Asia,2295.600098,10,13.80000019,40.25,67.55000305,26674950,36.40000153,0.822400033,99.30000305,15.60000038,,Uzbekistan
135,Asia,2429.800049,5.233333588,26.79999924,24.75,74.40000153,85490936,28.83333206,0.895799994,92.80000305,4.449999809,37.59999847,Viet Nam
136,Asia,2213.800049,2.150000095,78.80000305,72.25,63.91666412,22315166,30.35000038,0.261999995,62.40000153,3.599999905,37.70000076,Yemen
137,Europe,6832.600098,10.28333282,17.89999962,17,76.40000153,3174417,49.35000229,0.694800019,95.90000153,5.150000095,34.5,Albania
138,Europe,,10.39999962,8.399999619,4,80.5166626,81733,89.1166687,,,,,Andorra
139,Europe,34838.39844,10.36666679,12.80000019,4.5,80.18333435,8320033,67.0166626,0.771399975,,31.90000153,,Austria
140,Europe,10391.7998,9.300000191,22.10000038,13,69.46666718,9707033,73.3999939,0.820800006,99.69999695,25,27.20000076,Belarus
141,Europe,32868.80078,10.73333359,14.19999981,5,79.56666565,10567200,97.3500061,0.759000003,,38.15000153,,Belgium
142,Europe,6932.799805,8.699999809,16.39999962,15,75.15000153,3773933,47.15000153,0.8046,97.80000305,24.79999924,36.20000076,Bosnia/Herzegovina
143,Europe,10998.2002,10.30000019,42.79999924,11.5,72.78333282,7616200,70.81666565,0.798399985,98.30000305,22.59999847,45.29999924,Bulgaria
144,Europe,16403.59961,9.633333206,13.5,6,75.96666718,4422400,57.06666565,0.759599984,98.80000305,19.04999924,33.70000076,Croatia
145,Europe,22044.59961,12.69999981,11.10000038,4,76.94999695,10350500,73.5,0.729600012,,41.29999924,,Czech Republic
146,Europe,33687.19922,11.25,6,4.5,78.25,5483900,86.40000153,0.852599978,,34.05000305,,Denmark
147,Europe,17932,11.94999981,22.70000076,6.25,73.73332977,1342933,69.43333435,0.8028,99.80000305,48.84999847,,Estonia
148,Europe,32096.40039,10.1833334,9.300000191,3.5,79.30000305,5303817,84.40000153,0.876399994,,42.40000153,,Finland
149,Europe,30162.19922,10.23333359,7.199999809,4.25,80.8833313,61908300,83.5,0.810400009,,23.29999924,,France
150,Europe,32639.59961,12.19999981,7.900000095,4.5,79.80000305,82462720,73.56666565,0.783599973,,35.70000076,,Germany
151,Europe,26118,9.949999809,11.60000038,4,79.55000305,11272633,60.85000229,0.657999992,97.19999695,32.25,,Greece
152,Europe,17476.19922,10.88333321,16.5,7,73.69999695,10033583,67.18333435,0.730399966,99.40000153,21.20000076,31.20000076,Hungary
153,Europe,35593.80078,10.14999962,14.60000038,3,81.33333588,308283,93.15000153,0.871599972,,27.15000153,,Iceland
154,Europe,38986.80078,11.5,17.5,4.5,79.59999847,4318450,61.18333435,0.731599987,,38.54999924,,Ireland
155,Europe,28042.40039,9.816666603,6.699999809,4,81.33333588,59656584,67.96666718,0.624599993,98.90000153,29.5,,Italy
156,Europe,14491.2002,10.9333334,18,9.25,72.3666687,2277500,67.8666687,0.776799977,99.80000305,11.64999962,35.70000076,Latvia
157,Europe,,10.30000019,7,2.75,79.19999695,35383,14.44999981,,,,,Liechtenstein
158,Europe,15835.7998,10.80000019,19.70000076,7.25,71.6333313,3369517,66.81666565,0.813600004,99.69999695,15.14999962,37.59999847,Lithuania
159,Europe,71141,9.983333588,10.10000038,3.25,79.33333588,481717,84.55000305,0.735000014,,90.44999695,,Luxembourg
160,Europe,8312.599609,8.199999809,22,12,74.2333374,2049833,59.14999771,0.646799982,97.09999847,19.95000076,44.20000076,Macedonia
161,Europe,21871.19922,9.833333015,17.29999924,7,78.84999847,413100,94.18333435,0.467599988,92.40000153,23.35000038,,Malta
162,Europe,2553.600098,9.533332825,33.79999924,18,68.3666687,3660717,45.06666565,0.905399978,98.5,7.599999905,38,Moldova
163,Europe,,,1.600000024,4,81.7333374,35333,100,,,,,Monaco
164,Europe,9592.799805,10.60000038,18.20000076,9.75,74.1333313,628817,61.59999847,,,,30,Montenegro
165,Europe,36646.39844,11.30000019,5.099999905,4.75,80.06666565,16467100,81.58333588,0.799399972,,38.5,,Netherlands
166,Europe,48169.39844,12.66666698,9,3.75,80.3833313,4751700,78.46666718,0.87379998,,39.84999847,,Norway
167,Europe,15446.40039,9.816666603,14.80000019,7.25,75.55000305,38211584,61.18333435,0.749000013,99.5,29.85000038,34.20000076,Poland
168,Europe,21628.40039,7.449999809,16.79999924,4.25,78.6333313,10616116,59.16666794,0.805400014,94.90000153,21.79999924,,Portugal
169,Europe,10560.40039,10.28333282,32,14.5,73.1166687,21622482,56.04999924,0.758400023,97.69999695,16.20000076,31.20000076,Romania
170,Europe,13424.7998,9.783333778,30,14.25,67.3999939,143305536,73.0166626,0.820599973,99.59999847,39.34999847,42.29999924,Russian Federation
171,Europe,,,2.5,2.25,81.44999695,31017,94.05000305,,,,,San Marino
172,Europe,9473.200195,9.949999809,22.10000038,8,74,9845667,55.23333359,,97.80000305,,28.20000076,Serbia
173,Europe,18552.19922,11.60000038,20.20000076,7.5,74.75,5437334,55.28333282,0.745199978,,25.60000038,,Slovakia
174,Europe,25321.19922,10.85000038,5,3.5,78.48332977,2015533,49.81666565,0.806999981,99.69999695,27.59999847,,Slovenia
175,Europe,27862.19922,10.03333282,12.69999981,4.25,80.56666565,44813184,77.03333282,0.702600002,97.69999695,29.75,,Spain
176,Europe,33621.39844,11.69999981,6,3.25,80.8833313,9201517,84.4833374,0.874800026,,20.75,,Sweden
177,Europe,37105.80078,10.86666679,4.599999905,4.75,81.78333282,7543950,73.43333435,0.803200006,,20.5,,Switzerland
178,Europe,6124,11.19999981,30.79999924,16,67.73332977,46158800,68.16667175,0.79400003,99.69999695,25.35000038,27.5,Ukraine
179,Europe,33295.80078,9.066666603,29.60000038,6,79.55000305,61099184,79.31666565,0.791599989,,34.09999847,,United Kingdom
180,Oceania,4662,4.400000095,171.1000061,170,49.66666794,17783300,56.25,0.838,70,2.25,,Angola
181,Oceania,33707.19922,11.98333359,16.5,5.25,81.40000153,21325382,88.66666412,0.799400032,,66.19999695,,Australia
182,Oceania,4259.600098,10.30000019,45.20000076,18,68.78333282,840417,50.90000153,0.495400012,,7.25,,Fiji
183,Oceania,2294.199951,7.800000191,22.20000076,49.25,67.1333313,95750,43.70000076,,,1.049999952,,Kiribati
184,Oceania,,9.800000191,53.5,36,70.8666687,52833,70.90000153,,,5.650000095,,Marshall Is
185,Oceania,2906.800049,8.800000191,25.39999962,40,68.34999847,110250,22.48333359,,,,,Micronesia
186,Oceania,,,31.20000076,45.5,79.46666718,10183,100,,,51.84999847,,Nauru
187,Oceania,25199.59961,12.36666679,30.89999962,6.25,80.08333588,4253334,86.1333313,0.811800003,,26.95000076,,New Zealand
188,Oceania,,12.10000038,13.80000019,15,70.66666412,20167,80.68333435,,,21.34999847,,Palau
189,Oceania,1953.800049,4.116666794,66.90000153,69.75,61.48333359,6474600,12.51666641,0.965600014,60.09999847,2.75,,Papua New Guinea
190,Oceania,4012.600098,10.30000019,28.29999924,26.75,71.53333282,181600,20.66666794,0.500999987,98.80000305,3.099999905,,Samoa
191,Oceania,2249.199951,4.5,70.30000305,36,66.5,503617,17.76666641,0.485799998,,1.399999976,,Solomon Islands
192,Oceania,4072.199951,10.13333321,22.29999924,19.25,71.83333588,102550,23.26666641,0.715000033,99,4.850000381,,Tonga
193,Oceania,,,23.29999924,36.5,66.03333282,9767,49.23333359,,,,,Tuvalu
194,Oceania,3809.800049,6.699999809,54,17.75,69.96666718,225317,24.5,0.898800015,82,1.5,,Vanuatu
